0,11/01/2013 17:15,4098,1,21060800,344,930,4,1000,0,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4097,1,21060800,344,930,4,1000,13,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4106,1,21060800,344,930,4,1000,11,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4099,\N,21060800,344,930,4,1000,\N,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4125,0,21060800,344,930,4,1000,23,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4098,1,33000153,310,560,4,1000,0,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4097,1,33000153,310,560,4,1000,12,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4106,1,33000153,310,560,4,1000,11,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4099,\N,33000153,310,560,4,1000,\N,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4125,0,33000153,310,560,4,1000,23,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4098,1,33000253,240,21,4,1000,0,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4097,1,33000253,240,21,4,1000,9,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4106,1,33000253,240,21,4,1000,11,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4099,\N,33000253,240,21,4,1000,\N,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4125,0,33000253,240,21,4,1000,23,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:18,4098,1,21060800,344,930,4,1000,0,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:18,4097,1,21060800,344,930,4,1000,12,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:18,4106,1,21060800,344,930,4,1000,11,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:18,4099,\N,21060800,344,930,4,1000,\N,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:18,4125,0,21060800,344,930,4,1000,23,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:19,4098,1,33000153,310,560,4,1000,0,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:19,4097,1,33000153,310,560,4,1000,12,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:19,4106,1,33000153,310,560,4,1000,11,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:19,4099,\N,33000153,310,560,4,1000,\N,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:19,4125,0,33000153,310,560,4,1000,23,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4098,1,33000253,240,21,4,1000,0,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4097,1,33000253,240,21,4,1000,12,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4106,1,33000253,240,21,4,1000,11,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4099,\N,33000253,240,21,4,1000,\N,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:15,4125,0,33000253,240,21,4,1000,23,11B,240210000000013,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4098,1,21060800,344,930,4,1000,0,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4097,1,21060800,344,930,4,1000,9,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4106,1,21060800,344,930,4,1000,11,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4099,\N,21060800,344,930,4,1000,\N,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:16,4125,0,21060800,344,930,4,1000,23,11B,344930000000011,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4098,1,33000153,310,560,4,1000,0,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4097,1,33000153,310,560,4,1000,13,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4106,1,33000153,310,560,4,1000,11,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4099,\N,33000153,310,560,4,1000,\N,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
0,11/01/2013 17:17,4125,0,33000153,310,560,4,1000,23,11B,310560000000012,4.80953208161499E+018,8.22689636094747E+018,1.15044494090948E+018
